time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.5772743581106126e-06,1.1352601008219486e-07,10.004924784920052,5.244323757302993e-05,0.0002656633790651952,0.0,-8.997290858880224e-05,7.869296350378457e-06,0.16414935057246688,0.0015809017522844995,-0.006972242822813714,0.0,457.04599845188466,456.4901167648923,456.77037260842917,456.8963947430133
0.12000000000000001,-1.1627938959411952e-05,1.898263024565327e-05,10.019758080855844,0.003802560292232471,6.283175719376184,0.0,-0.00021078623458510004,0.0010651313307092599,0.33025918177315144,-0.02059694596058656,-0.0038582874891588395,0.0,456.1627101155497,456.4113633985729,459.471008475104,457.70974645775135
0.18,-6.248817496267556e-05,0.00015587418522637077,10.04208597721629,0.0027177275975613924,0.010838168589959452,0.0,-0.0025297869863564106,0.00339536521642868,0.4139735478041191,-0.026219510397898327,0.03142391691445845,0.0,430.0923319530913,433.0697493942223,432.32357049974786,431.8495942909633
0.23999999999999996,-0.0005259833808500362,0.0004360420271377464,10.07099664603435,0.006608411172531525,0.029039636152344173,0.0,-0.014920910410831711,0.006389589792844146,0.5496233191051267,-0.05305370537496539,-0.014040828742492475,0.0,449.6250976062035,445.92718222199255,449.92245960115554,447.7443949461591
0.3,-0.0020217048961499832,0.0009593041869474489,10.107093984248927,0.006927334914458072,0.02819645319213393,0.0,-0.03485085066145953,0.011107332770481556,0.6535688060556913,-0.07478935693871777,-0.016403655545712357,0.0,438.3706742207525,438.1744198500509,439.7849637880342,437.9785276858388
0.36000000000000004,-0.004634757395630703,0.0017405118814627816,10.147033760906604,0.0030710022666600167,0.029463581260240623,0.0,-0.052351785254140644,0.014591833598823642,0.677741598143633,-0.08477418239037728,-0.0011233229030793478,0.0,411.99953932403963,413.34823797732406,413.1291115804657,412.2425119544684
0.4200000000000001,-0.00840035941480601,0.002730013777356531,10.191134756624805,0.014908629381642946,0.030312259812466102,0.0,-0.07324500689586108,0.01967377990262866,0.7922066081954269,-0.1310561946622781,0.008229896244195276,0.0,442.01919780700945,442.7891806929215,443.62801258645175,439.8029205650053
0.48000000000000015,-0.01339857396773725,0.004177372425181161,10.240795147261823,0.007165499287860477,0.031121272514845977,0.0,-0.0934472782587002,0.02781933536025707,0.8630945626967135,-0.1362409217751188,0.000763652797191153,0.0,429.39927031714535,428.7654187213173,427.82362907008553,427.36501244709103
0.5400000000000001,-0.01979885125766184,0.005989105801724763,10.30015023928549,6.282173886747905,0.03302484809940509,0.0,-0.12010895618944653,0.03155243592898317,1.1151934907346364,-0.136371108006326,0.014542700942397952,0.0,483.17084350404457,484.2083288548001,483.63958229279814,483.61425285736294
0.6000000000000002,-0.027799650571346545,0.007861695697437932,10.371433007051383,6.283103860372378,0.049919809461849596,0.0,-0.14836981832961182,0.030934800540204914,1.2606775889086244,-0.10448250511911905,0.05720745627466954,0.0,450.8819870074036,454.31577473434777,451.17444983474684,453.72734250172704
0.6600000000000003,-0.037833981314605476,0.00969295499812312,10.45178106338395,6.277700492638516,0.05342167163337308,0.0,-0.1864839368758118,0.029500912117896627,1.417386014391106,-0.09542101804180093,0.05913291248641317,0.0,456.29511702589076,456.451008327434,456.1139993927297,456.8284159535543
0.7200000000000003,-0.0502649028195633,0.011318823984051776,10.542092359506666,6.273155938677583,0.057083296184067045,0.0,-0.22828008441563533,0.024197139158258992,1.5927327816813808,-0.1085851949462894,0.06181570619756868,0.0,462.7481605779695,462.96166770358974,462.6982081699433,461.65257741484277
0.7800000000000004,-0.06538507298680288,0.012494432804219769,10.644592950664938,6.266641047791772,0.06081720158362547,0.0,-0.2761592978329257,0.01420631254942673,1.823572844702697,-0.11099758158818647,0.06272162716086535,0.0,479.2998894573331,479.3711987654248,479.71770008313587,479.52489882153947
0.8400000000000004,-0.08322070331580733,0.013007938695582836,10.756881456230408,6.26640796728983,0.06463834547970393,0.0,-0.3187393320363938,0.002920273896191005,1.9191913426521647,-0.13999502874848158,0.06441649684292543,0.0,439.459079844987,439.60249629749313,440.19171723512346,437.7722516574065
0.9000000000000005,-0.10370343586498655,0.012819057241623385,10.874841032915109,6.260647294380833,0.07336631341243294,0.0,-0.3648677544043825,-0.009774493882966187,2.01255700587547,-0.15903207077728104,0.08740279443276795,0.0,437.1087156797409,439.0241353500099,440.6923946330794,439.09573755862647
0.9600000000000005,-0.12723641564568755,0.011700718772692038,10.99982289115583,6.251112901942886,0.08093364514067236,0.0,-0.420348349050082,-0.028522145743279968,2.1531512210121067,-0.16176492286309688,0.10294201209217037,0.0,453.43648650760673,454.69008902307866,454.60616543938755,454.3634569394791
1.0200000000000005,-0.1539574257537196,0.009391999023542845,11.129548465517674,6.246648459472958,0.08709856887440193,0.0,-0.47090673350768625,-0.048808597036777,2.1709296099438142,-0.18807415879977404,0.10196484319906256,0.0,415.27291356114455,415.19714930714326,417.09519498661047,414.7609858608486
1.0800000000000005,-0.18397187905751855,0.00570182944478057,11.261916067015672,6.236149017907874,0.09521867898311598,0.0,-0.5303445212915019,-0.07522105694208323,2.241059673244018,-0.17949564156719258,0.11631111198126862,0.0,432.90199717700557,434.1177607537927,432.3731734686216,433.06100239847086
1.1400000000000006,-0.2178158519043487,0.00017198534721578178,11.399542640162123,6.226492526540378,0.10252898658742371,0.0,-0.5985171597709785,-0.11007058026789499,2.3461373450134664,-0.19231722180996724,0.1215320828128623,0.0,444.00464660865816,444.44528094674723,446.02094796248554,444.9399197725689
1.2000000000000006,-0.25595416081015393,-0.007663566629836224,11.543669063151569,6.216373732792848,0.11625819656701086,0.0,-0.6741921489626908,-0.1521231488785797,2.457589536710265,-0.20662853402595713,0.09251202263417617,0.0,448.87138055016885,446.5213024713436,448.30634017493367,447.1042806253223
1.2600000000000007,-0.2986842012646594,-0.018121301831511727,11.692686681095402,6.203985590117302,0.12225024047846844,0.0,-0.7507118303459077,-0.19762835374523657,2.5093656067721506,-0.2062200632400907,0.08393581680596587,0.0,430.3036678759775,429.58408207203365,429.25133501146223,429.2424332674713
1.3200000000000007,-0.34614844164206315,-0.03156321556487499,11.845018056145577,6.192135331357981,0.12728265603471733,0.0,-0.8319034870861204,-0.2515435600196656,2.5680217133043817,-0.2154337651325576,0.08373190945691734,0.0,432.2574921029586,432.24627532994936,433.18180255235245,432.3618626827819
1.3800000000000008,-0.3990077893823708,-0.04873159850675475,12.004108914139266,6.1900511442073345,0.13232665074163474,0.0,-0.9305959365465283,-0.3208781546579135,2.7344753785500893,-0.25272493830949033,0.08449375087295614,0.0,467.1664749378401,467.23126525801695,468.2499009693999,465.29076982176844
1.4400000000000008,-0.45837105199340494,-0.07046616743683766,12.176315026409455,6.1749543921250325,0.14513710917921063,0.0,-1.0497615586282565,-0.40542479376003454,3.0045445176455656,-0.25700131265888293,0.0527918144523257,0.0,499.66724489516065,497.3544681529269,498.90511842027337,498.53561839535706
1.5000000000000009,-0.5251186510881483,-0.09759595453905091,12.364298972927335,6.165331613038642,0.14845639722219417,0.0,-1.1754732718463308,-0.5000410503431851,3.2605925768863644,-0.23180001246718646,0.05602482007349172,0.0,497.75856423378406,497.99668541511545,494.8506595460985,496.64745081194815
1.560000000000001,-0.5987938980816168,-0.13009210812240507,12.562939020407685,6.153052985627713,0.1520909109658355,0.0,-1.2807114606092056,-0.5843472471964465,3.3601488772246504,-0.24703615918625993,0.04897612120868896,0.0,452.28756629188484,451.7213490196298,452.6379457088819,451.3550461221017
