time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,total_reward,reward
0.06,-0.0002624108590510865,0.024711619581296803,10.026678840192915,6.090788638333407,0.021031315403367223,0.0,-0.015846913475638658,1.1278968259223543,-0.04880740829458874,-8.724179107697086,0.049051232180803636,0.0,898.1645731065479,900.1514875854082,899.8200797539541,400.04744508730863,-2.999999295226776,-2.999999295226776
0.12000000000000001,-0.023062161403839744,0.09181676212378201,10.034572817370925,6.1224719609794604,4.820333649183269,0.0,-0.9883017222346987,0.9911441014996849,-0.39854608796457597,-15.651500200220351,5.658717754323574,0.0,628.8567270697336,900.0134160135345,889.0398998663065,399.98213758911777,-5.99999928206281,-2.999999986836034
0.18,-0.05401693230515259,0.1539490334027807,9.983269278558767,5.6677011894259195,5.933934806799456,0.0,-0.053773762485347376,1.0503089754764727,-1.2659835093972633,-15.413485041431535,13.168784848544714,0.0,438.085124623795,900.1242826483232,615.2654232503759,400.04205691031115,-8.999999282052189,-2.9999999999893783
0.23999999999999996,-0.06323068581469476,0.20050665510629115,9.903781247946643,1.1110518698607557,5.426748492204233,0.0,-0.4437907959799551,0.4592988724506872,-1.7333114321454643,-12.62905260422749,18.938353596309636,0.0,399.9963351213841,900.163410423015,399.91941194639287,400.2799719709534,-11.99999925326617,-2.9999999712139807
0.3,-0.06861395904516582,0.26227137765244873,9.785252310549145,3.6679367609000977,5.386875751710974,0.0,-0.017065498071822102,1.7368536014480087,-2.2811172313270576,-14.999885835306985,21.756813446026296,0.0,463.5096705970809,900.13974169017,714.3795249653085,400.1773978082166,-14.999999253087779,-2.999999999821609
0.36000000000000004,-0.059723895314088414,0.35958619614641085,9.596533266542853,6.268992336216542,0.7785398232101564,0.0,-0.09635558147572049,1.566193610231009,-4.161813305271197,-19.9132877819005,23.677210734023088,0.0,421.3576123416348,900.1533651991565,891.7093228158632,400.0252012849985,-17.999997694859395,-2.999998441771618
0.4200000000000001,-0.09536291080494656,0.46070007728860246,9.35429606720447,5.794155119744197,1.7246783130086811,0.0,-1.003464838018497,1.759313850288444,-3.8576609080228366,-16.0615004857766,21.984854363856176,0.0,645.6167235541144,900.05403968084,461.5623375577209,399.9015832659111,-20.99999714789914,-2.9999994530397456
0.48000000000000015,-0.19790645335957324,0.5582850617857669,9.105716458180758,3.8495151193017065,3.0497395050661655,0.0,-2.2379076067167643,1.4027026778064735,-4.0755742276189375,-16.853915888187874,21.9570120065452,0.0,584.9621116104712,900.1455853904561,691.3224712541015,399.72099776792743,-23.999996180453657,-2.999999032554517
0.5400000000000001,-0.3208534576113708,0.6689121415167657,8.86950934505083,1.5326943470002092,2.0109264047793687,0.0,-2.3084766824901526,1.9684780413129077,-4.110337764325472,-21.046590027481063,17.79052513484107,0.0,841.2990682726049,900.10434231264,892.7717207033777,399.82943711010415,-26.999995587244104,-2.9999994067904465
0.6000000000000002,-0.4807575349055028,0.7609924333187511,8.590783878191054,1.6497351770185489,2.2032490158769917,0.0,-2.662373287872981,1.653034669744554,-5.508604412572651,-23.34571307813943,15.376089342360777,0.0,841.3332838369815,900.1251795136651,892.1348143606643,400.02055699634633,-29.999995253358662,-2.999999666114559
0.6600000000000003,-0.6786239102963576,0.8278218524014772,8.247881145613768,2.0685933770855023,3.908191773972998,0.0,-3.7765983413865944,0.904156446305781,-6.295848716555715,-24.63716121605805,17.976680765134706,0.0,600.4938018772638,900.0907951884282,898.7655555019811,399.99217531502666,-32.99999525311428,-2.999999999755615
0.7200000000000003,-0.8820682790946055,0.8824339505266677,7.857703586650102,1.2941427873381173,2.3226403302998158,0.0,-3.686626800739585,1.3586180698223616,-6.863906331089265,-24.92361530275415,18.62793296211678,0.0,663.0934951507984,900.1303081526186,881.6311090887473,399.9912683802365,-35.99997672317324,-2.9999814700589638
0.7800000000000004,-1.1327407907293348,0.915425367035461,7.422670865474974,1.2437780643554515,3.7201570427070703,0.0,-4.272666120901107,-0.4074720088245689,-7.5917339332096905,-25.33280700017178,18.44519772186662,0.0,698.66636023518,900.0249735021514,895.7975691816592,400.0032875840337,-38.99997672277932,-2.999999999606081
0.8400000000000004,-1.3976270923741372,0.8617157242106773,6.941798805278436,0.07378320337926425,0.9061333976822645,0.0,-5.330976617624726,-0.9777506063126354,-8.301840174355151,-25.534910082304535,15.41749200135732,0.0,858.7652204039301,899.76655184298,896.4076329483046,400.08346234559724,-41.999974839030486,-2.999998116251164
0.9000000000000005,-1.7608663738304573,0.7923855389930581,6.472343573650142,5.016537905014427,1.9183478942424799,0.0,-6.460364204191846,-1.7160518470913986,-7.298422068194871,-25.684621419411062,12.825532813852394,0.0,890.9379310805232,899.7022355184175,899.4372699287836,400.19849007319687,-44.999974839030486,-3.0
0.9600000000000005,-2.1867744882635645,0.687918739323157,6.013310640503043,1.2711600486767765,1.2379400631837747,0.0,-7.204406144535821,-2.1601789021276314,-8.153288633773357,-18.877291779673094,10.936073176163406,0.0,896.6208835554347,899.9473690913055,431.77388787021863,400.01879634427456,-47.999974679558655,-2.9999998405281705
1.0200000000000005,-2.6274261485508785,0.5667314460198073,5.502899979799155,4.633198360963572,0.09896211629642693,0.0,-6.96670574245772,-1.907440264071092,-9.251315505039395,-22.277264662802757,17.147143848144374,0.0,430.1214040907625,899.7748815180447,896.8938997938894,400.0890512313951,-50.99997467954988,-2.9999999999912212
1.0800000000000005,-3.0434676579787134,0.42013631669627327,4.911555160858045,2.19314450127348,0.3414691160563592,0.0,-6.498716420256045,-2.603607400861083,-10.425093799110789,-23.948024975972544,21.342631762798252,0.0,400.90216112517953,899.3588491140943,890.76117291103,400.09070456049494,-53.999974288443674,-2.999999608893794
1.1400000000000006,-3.4453864664909073,0.28511827543494894,4.245884778229221,3.156346903882241,0.4004398422601305,0.0,-6.505063521134946,-2.3916497470651326,-11.44995910803299,-24.950325788759937,23.570885024073092,0.0,407.63425287021806,899.1771519490512,899.944844751069,400.137902727653,-56.99997350765261,-2.999999219208941
1.2000000000000006,-3.8465381644552727,0.1499565432209071,3.535932143493521,3.5034830154976433,5.453765792154254,0.0,-6.428996918189763,-2.03961143693178,-11.818384679603193,-25.412001038279946,22.919604882247118,0.0,572.4157891565894,899.9306135132786,899.3591656576028,400.15138360503863,-59.99997350757428,-2.999999999921667
1.2600000000000007,-4.2312801382960155,0.0207427134286132,2.7832154443946395,2.433302862782405,4.201002909857904,0.0,-6.798767212693264,-2.0908248151762026,-13.21170952450379,-25.64206350338459,24.28901989384601,0.0,417.9533421694002,899.8715803044038,900.0051987584362,400.1318379933137,-62.999972371993806,-2.9999988644195246
1.3200000000000007,-4.630675207917309,-0.1053891024232861,1.9949910887631794,3.3062410218894414,4.574402167901848,0.0,-6.686443537236523,-1.9476787872643786,-12.990728071216044,-22.528199901916558,21.75284125186289,0.0,681.6142602830561,899.9074410392077,718.1394981363702,400.052218021204,-65.9999723719938,-3.0
1.3800000000000008,-4.984440582623594,-0.2263451746269965,1.2006308825147902,5.518631741915016,6.027626075259615,0.0,-5.101238052404229,-2.2168441048022247,-13.433014386013431,-24.141629782282724,23.84832131493079,0.0,401.50468850490034,899.8525078545778,894.2275267944236,399.97570802302454,-68.9999723719938,-3.0
1.4400000000000008,-5.27489605341362,-0.3871551560587757,0.3981808240389918,4.87553210659123,2.4795818617633003,0.0,-4.819781132467293,-3.0801102965242,-13.709155442909534,-25.047929332716446,24.783691605531537,0.0,412.96513906652376,899.7460472309056,900.1458815410579,399.96023981111,-71.9999723719938,-3.0
1.5000000000000009,-5.584317118400646,-0.5432515853275414,0.0,4.478625643535828,3.6305313413368445,0.0,-5.507417359711653,-2.4129388871750264,-14.306189066534902,-18.36790340039309,22.70386306750971,0.0,633.1266587074907,899.7756462383135,412.1831358925065,399.9337335021989,-74.9999723719938,-3.0
